17,2,0,2,2,0,1,4.761329625,4.52058824,5.804542296,5.422030983,6.240551694,1,Taken,15.53085192,-1,1,5,56,Yes,No,Yes,No,No,Yes,No,No
18,1,2,2,2,0,0,4.017371871,3.814246327,4.897582562,4.574838642,5.265465492,0,0,0,-1,1,3,60,Yes,No,No,No,Yes,Yes,No,No
19,1,2,2,2,0,0,2.380664813,2.26029412,2.902271148,2.711015492,3.120275847,0,0,0,-1,1,2,57,No,Yes,No,Yes,No,No,No,No
20,3,3,0,0,0,3,0.903714204,0.85802079,1.101719002,1.029117243,1.184474853,3,Taken,5.428511347,-1,0,0,38,No,No,No,No,No,No,No,No
21,1,1,2,2,0,1,1.498951608,1.42316192,1.82737359,1.706952196,1.964637136,1,Taken,3.982748194,-1,0,2,70,Yes,No,No,No,Yes,No,No,No
22,2,0,2,2,0,1,5.207704278,4.944393387,6.348718136,5.930346388,6.825603416,1,Taken,45.04458998,-1,0,0,51,Yes,No,Yes,No,No,Yes,No,No
23,2,0,2,2,0,0,1.647760959,1.564447203,2.008787237,1.876410935,2.159677706,0,0,0,-1,0,2,49,Yes,No,Yes,No,No,Yes,No,No
24,1,4,2,2,0,1,2.529456363,2.401562502,3.083663095,2.88045396,3.315293088,1,Taken,11.13766293,-1,0,0,40,No,No,No,No,No,Yes,No,No
25,2,1,2,2,0,1,5.207704278,4.944393387,6.348718136,5.930346388,6.825603416,1,Taken,16.38900869,-1,1,5,61,No,No,No,No,Yes,No,No,Yes
26,3,3,0,0,0,3,3.273414117,3.107904415,3.990622829,3.727646301,4.29037929,3,Taken,32.79982671,-1,0,0,8,No,No,No,No,No,No,No,No
27,2,2,2,2,0,1,3.124622567,2.966636032,3.809230882,3.558207833,4.095362049,1,Taken,23.83259575,-1,1,5,69,Yes,No,No,Yes,No,Yes,No,No
28,1,3,0,2,0,3,2.380664813,2.26029412,2.902271148,2.711015492,3.120275847,3,Taken_B,24.98288502,-1,0,0,22,No,No,No,No,No,No,No,No
29,2,1,2,1,0,1,4.910121176,4.661856622,5.985934243,5.591469452,6.435568935,1,Taken,52.93864492,-1,1,3,40,No,No,No,Yes,No,No,No,No
30,1,2,2,2,0,0,4.761329625,4.52058824,5.804542296,5.422030983,6.240551694,0,0,0,-1,0,0,13,Yes,No,No,Yes,No,No,No,No
31,1,1,0,2,0,2,5.058912727,4.803125005,6.16732619,5.76090792,6.630586175,2,Taken,36.20743962,-1,0,0,29,No,No,No,No,No,No,No,No
32,4,3,0,2,2,3,4.463746524,4.238051475,5.441758403,5.083154047,5.850517213,3,Taken_F,47.24426003,-1,4,0,0,No,No,No,No,No,No,No,No
33,1,1,2,2,2,0,4.463746524,4.238051475,5.441758403,5.083154047,5.850517213,0,0,0,-1,0,0,38,No,No,No,No,No,Yes,No,No
34,3,3,0,0,2,3,5.65407893,5.368198535,6.892893977,6.438661793,7.410655137,3,Taken,12.67636139,-1,0,0,4,Yes,No,No,No,No,No,No,No
35,3,3,0,0,2,3,4.463746524,4.238051475,5.441758403,5.083154047,5.850517213,3,Taken_B,16.17297045,-1,2,0,5,Yes,No,No,No,No,No,No,No
36,1,1,2,2,0,1,4.612538075,4.379319857,5.623150349,5.252592515,6.045534454,1,Taken,1.112621739,-1,0,0,31,No,Yes,No,No,No,No,No,No
37,4,0,1,1,2,0,2.975831016,2.82536765,3.627838935,3.388769365,3.900344809,0,0,0,-1,9,21,90,Yes,No,Yes,Yes,No,Yes,No,No
38,1,3,0,2,0,3,2.380664813,2.26029412,2.902271148,2.711015492,3.120275847,3,Taken,17.17087882,-1,0,0,25,No,No,No,No,No,No,No,No
39,4,3,0,2,0,3,3.71978877,3.531709562,4.534798669,4.235961706,4.875431011,3,Taken_B,4.247153486,-1,9,2,9,No,No,No,No,No,No,No,No
40,1,1,0,2,0,3,3.273414117,3.107904415,3.990622829,3.727646301,4.29037929,3,Taken,17.10384081,-1,0,0,27,No,No,No,No,No,No,No,No
41,0,0,1,1,2,0,4.910121176,4.661856622,5.985934243,5.591469452,6.435568935,0,0,0,-1,8,26,82,Yes,No,Yes,Yes,Yes,No,Yes,No
42,2,1,2,2,0,0,3.570997219,3.39044118,4.353406722,4.066523238,4.680413771,0,0,0,-1,0,0,49,Yes,No,No,No,No,No,No,No
43,3,3,0,0,0,3,2.827039465,2.684099267,3.446446988,3.219330896,3.705327569,3,Taken_B,22.14074613,-1,0,0,7,No,No,No,No,No,No,No,No
44,3,3,0,0,0,3,3.273414117,3.107904415,3.990622829,3.727646301,4.29037929,3,Taken,14.72669846,-1,0,0,0,No,No,No,No,No,No,No,No
45,1,1,0,2,0,2,2.975831016,2.82536765,3.627838935,3.388769365,3.900344809,2,Taken,4.561766692,-1,2,0,65,No,No,No,No,No,No,No,No
46,4,3,0,2,2,3,2.231873262,2.119025737,2.720879201,2.541577023,2.925258607,3,Taken_B,3.580760086,-1,4,2,3,No,No,No,No,No,No,No,No
47,1,1,0,2,0,3,0.574767218,0.545705954,0.700699361,0.654524242,0.753332539,3,Taken,56.1222148,-1,0,0,57,No,No,No,No,No,No,No,No
48,3,3,1,2,0,3,3.868580321,3.672977945,4.716190616,4.405400174,5.070448252,3,Taken,28.83513949,-1,1,0,10,Yes,No,No,Yes,No,No,No,No
49,2,1,0,2,0,2,3.422205668,3.249172797,4.172014775,3.897084769,4.48539653,2,Taken,29.38511671,-1,0,0,39,No,No,No,No,No,No,No,No
50,1,1,0,2,2,2,5.505287379,5.226930152,6.71150203,6.269223325,7.215637897,2,Taken,61.67167697,-1,1,0,27,No,No,No,No,No,No,No,No
51,3,3,0,0,2,3,0.488792437,0.464078213,0.59588741,0.556619253,0.640647616,3,Taken,7.475479117,-1,0,0,3,Yes,No,No,No,No,No,No,No
52,4,4,2,2,0,1,3.570997219,3.39044118,4.353406722,4.066523238,4.680413771,1,Taken,14.05276776,-1,3,0,19,Yes,No,No,No,No,No,No,No
53,3,3,0,0,2,3,5.505287379,5.226930152,6.71150203,6.269223325,7.215637897,3,Taken,17.26156787,-1,0,0,8,No,No,No,No,Yes,No,No,No
54,4,4,2,2,0,0,3.273414117,3.107904415,3.990622829,3.727646301,4.29037929,0,0,0,-1,4,19,65,No,No,No,No,No,No,No,No
55,1,4,0,2,0,2,5.65407893,5.368198535,6.892893977,6.438661793,7.410655137,2,Taken,26.21114844,-1,0,0,65,No,No,No,No,No,No,No,No
56,1,1,2,2,0,0,4.017371871,3.814246327,4.897582562,4.574838642,5.265465492,0,0,0,-1,0,0,46,Yes,No,No,No,No,No,No,No
57,1,3,2,2,0,3,4.314954973,4.096783092,5.260366456,4.913715579,5.655499973,3,Taken_F,3.063568405,-1,1,0,16,No,No,No,Yes,No,No,No,No
58,1,1,2,2,0,0,5.058912727,4.803125005,6.16732619,5.76090792,6.630586175,0,0,0,-1,1,0,44,No,No,No,No,No,No,No,Yes
59,3,3,0,0,0,3,4.314954973,4.096783092,5.260366456,4.913715579,5.655499973,3,Taken,11.76152453,-1,0,0,3,No,No,No,No,No,No,No,No
60,3,3,0,0,0,3,2.827039465,2.684099267,3.446446988,3.219330896,3.705327569,3,Taken,0.712583543,-1,0,0,0,No,No,No,No,No,No,No,No
61,3,3,2,2,2,3,3.124622567,2.966636032,3.809230882,3.558207833,4.095362049,3,Taken,21.49749121,n2,0,0,5,No,No,No,Yes,Yes,Yes,No,No
62,1,2,0,2,0,3,3.570997219,3.39044118,4.353406722,4.066523238,4.680413771,3,Taken,27.31568732,-1,0,0,34,No,No,No,No,No,No,No,No
63,3,3,0,0,0,3,2.231873262,2.119025737,2.720879201,2.541577023,2.925258607,3,Taken_B,13.67947532,-1,0,4,0,No,No,No,No,No,No,No,No
64,3,3,2,2,2,3,4.463746524,4.238051475,5.441758403,5.083154047,5.850517213,3,Taken,2.579393935,-1,0,0,6,Yes,No,No,No,Yes,No,No,No
65,4,3,0,2,0,3,3.868580321,3.672977945,4.716190616,4.405400174,5.070448252,3,Taken,33.70254646,-1,4,0,0,No,No,No,No,No,No,No,No
66,3,3,0,0,0,3,4.910121176,4.661856622,5.985934243,5.591469452,6.435568935,3,Taken,36.99046627,-1,0,0,0,No,No,No,No,No,No,No,No
67,3,3,0,0,0,3,5.65407893,5.368198535,6.892893977,6.438661793,7.410655137,3,Taken_B,36.94466513,-1,0,0,0,No,No,No,No,No,No,No,No
68,3,3,0,0,2,3,3.273414117,3.107904415,3.990622829,3.727646301,4.29037929,3,Taken,28.8209412,-1,0,0,0,No,Yes,No,No,No,No,No,No
69,0,0,1,1,2,0,5.058912727,4.803125005,6.16732619,5.76090792,6.630586175,0,0,0,-1,7,29,55,Yes,No,No,Yes,No,Yes,No,No
70,3,3,0,0,0,3,3.868580321,3.672977945,4.716190616,4.405400174,5.070448252,3,Taken_F,39.50038815,-1,0,0,0,No,No,No,No,No,No,No,No
71,3,3,0,0,0,3,4.314954973,4.096783092,5.260366456,4.913715579,5.655499973,3,Taken,1.476763781,-1,0,0,0,No,No,No,No,No,No,No,No
72,3,3,0,0,2,3,4.017371871,3.814246327,4.897582562,4.574838642,5.265465492,3,Taken,12.25928341,-1,0,0,0,No,No,No,No,Yes,No,No,No
73,3,3,0,0,2,3,2.678247914,2.542830885,3.265055042,3.049892428,3.510310328,3,Taken,5.546076472,-1,0,0,5,Yes,No,No,No,No,No,No,No
74,4,3,2,2,2,3,1.052523555,0.999306072,1.283132649,1.198575981,1.379515424,3,Taken,6.295240962,-1,4,0,0,No,No,No,Yes,No,No,No,Yes
75,3,3,0,0,2,3,3.868580321,3.672977945,4.716190616,4.405400174,5.070448252,3,Taken_R,18.28490637,-1,0,0,0,No,Yes,No,No,No,No,No,No
76,3,3,0,0,0,3,3.570997219,3.39044118,4.353406722,4.066523238,4.680413771,3,Taken,39.77164301,-1,0,0,3,No,No,No,No,No,No,No,No
77,4,3,2,1,0,3,5.505287379,5.226930152,6.71150203,6.269223325,7.215637897,3,Taken,58.88691075,-1,0,7,22,No,No,No,No,No,No,No,No
78,3,3,2,2,2,3,4.612538075,4.379319857,5.623150349,5.252592515,6.045534454,3,Taken,41.83630838,n3,1,0,6,No,No,No,Yes,No,Yes,No,No
79,4,3,2,2,0,3,5.356495829,5.08566177,6.530110083,6.099784856,7.020620656,3,Taken,48.3598518,-1,0,8,0,No,No,No,No,No,No,No,No
80,3,3,0,0,2,3,3.71978877,3.531709562,4.534798669,4.235961706,4.875431011,3,Taken,40.45247044,-1,2,0,0,No,No,No,No,Yes,No,No,No
81,3,3,0,0,2,3,4.761329625,4.52058824,5.804542296,5.422030983,6.240551694,3,Taken_B,23.35439256,n0,0,0,0,No,No,Yes,No,No,No,No,No
82,3,3,0,0,0,3,2.975831016,2.82536765,3.627838935,3.388769365,3.900344809,3,Taken,30.8931419,-1,0,0,0,No,No,No,No,No,No,No,No
83,3,3,2,2,0,3,5.802870481,5.509466917,7.074285923,6.608100261,7.605672377,3,Taken,47.86469758,-1,2,2,8,Yes,No,No,Yes,No,No,No,No
84,3,3,2,2,0,3,2.354205668,2.235172797,2.870014775,2.680884769,3.08559653,3,Taken_B,15.08072855,-1,0,0,9,No,No,No,No,Yes,No,No,Yes
85,4,3,0,2,0,3,0.606095502,0.575450224,0.738891708,0.690199766,0.794393712,3,Taken,15.5725561,-1,4,0,0,No,No,No,No,No,No,No,No
86,3,3,0,0,2,3,5.951662032,5.6507353,7.25567787,6.777538729,7.800689618,3,Taken,23.77537001,n3,1,3,0,No,No,No,No,No,Yes,No,No
87,3,3,0,0,2,3,4.910121176,4.661856622,5.985934243,5.591469452,6.435568935,3,Taken,24.14742746,n1,0,0,0,No,No,Yes,No,No,No,No,No
88,3,3,0,0,2,3,2.529456363,2.401562502,3.083663095,2.88045396,3.315293088,3,Taken,8.795974698,-1,1,0,0,No,No,No,No,Yes,No,No,No
89,4,3,0,2,0,3,2.380664813,2.26029412,2.902271148,2.711015492,3.120275847,3,Taken,8.4559697,-1,3,3,0,No,No,No,No,No,No,No,No
90,1,1,2,2,0,1,5.207704278,4.944393387,6.348718136,5.930346388,6.825603416,1,Taken,39.70368252,-1,0,0,64,No,Yes,No,No,No,No,No,No
91,4,4,1,1,2,0,2.827039465,2.684099267,3.446446988,3.219330896,3.705327569,0,0,0,-1,10,22,230,Yes,No,Yes,No,Yes,No,No,Yes
92,1,3,0,2,0,3,5.058912727,4.803125005,6.16732619,5.76090792,6.630586175,3,Taken,13.74707391,-1,0,5,12,No,No,No,No,No,No,No,No
93,3,3,0,0,2,3,4.314954973,4.096783092,5.260366456,4.913715579,5.655499973,3,Taken_R,1.033033906,-1,2,0,0,No,Yes,No,No,No,No,No,No
94,4,4,2,2,0,1,5.058912727,4.803125005,6.16732619,5.76090792,6.630586175,1,Taken,40.06993649,-1,4,10,14,Yes,Yes,No,No,No,No,No,No
95,0,0,1,1,2,0,4.166163422,3.95551471,5.078974509,4.744277111,5.460482733,0,0,0,-1,7,24,150,Yes,Yes,Yes,No,Yes,No,No,Yes
96,4,4,2,2,0,0,2.231873262,2.119025737,2.720879201,2.541577023,2.925258607,0,0,0,-1,7,0,21,Yes,No,No,No,No,No,No,No
97,3,3,0,0,2,3,4.166163422,3.95551471,5.078974509,4.744277111,5.460482733,3,Taken,11.21705069,-1,0,0,3,No,Yes,No,No,No,No,No,No
98,4,4,2,2,0,1,2.231873262,2.119025737,2.720879201,2.541577023,2.925258607,1,Taken,13.17168089,-1,5,0,10,Yes,Yes,No,No,No,No,No,No
99,1,1,2,2,0,0,4.166163422,3.95551471,5.078974509,4.744277111,5.460482733,0,0,0,-1,1,0,14,Yes,Yes,No,No,Yes,No,No,No
100,3,3,2,2,2,3,3.71978877,3.531709562,4.534798669,4.235961706,4.875431011,3,Taken,38.91220707,-1,0,0,10,Yes,Yes,No,No,No,No,No,No
101,1,2,2,2,0,1,5.951662032,5.6507353,7.25567787,6.777538729,7.800689618,1,Taken,3.522847124,-1,1,0,15,Yes,No,No,Yes,No,No,No,No
102,1,1,2,2,0,0,2.975831016,2.82536765,3.627838935,3.388769365,3.900344809,0,0,0,-1,0,0,11,Yes,Yes,No,No,No,No,No,No
103,1,1,2,2,0,0,5.207704278,4.944393387,6.348718136,5.930346388,6.825603416,0,0,0,-1,1,0,14,Yes,Yes,No,No,Yes,No,No,Yes
104,3,3,0,0,0,3,4.910121176,4.661856622,5.985934243,5.591469452,6.435568935,3,Taken,30.67465934,-1,0,0,3,No,No,No,No,No,No,No,No
105,3,3,2,2,0,3,4.314954973,4.096783092,5.260366456,4.913715579,5.655499973,3,Taken_B,32.58998967,-1,2,2,0,No,Yes,No,No,No,No,No,Yes
106,1,1,2,2,0,1,5.505287379,5.226930152,6.71150203,6.269223325,7.215637897,1,Taken,32.73380621,-1,2,0,22,Yes,No,No,No,No,No,No,No
107,3,3,2,2,0,3,3.273414117,3.107904415,3.990622829,3.727646301,4.29037929,3,Taken,4.178024726,n2,0,0,3,No,Yes,No,No,No,Yes,No,No
108,4,4,2,2,0,0,0.669998083,0.636121775,0.816795415,0.762969727,0.878149172,0,0,0,-1,7,3,16,Yes,No,No,Yes,No,No,No,No
109,1,4,0,2,0,2,2.975831016,2.82536765,3.627838935,3.388769365,3.900344809,2,Taken,16.4024537,-1,0,0,77,No,No,No,No,No,No,No,No
110,3,3,2,2,0,3,5.802870481,5.509466917,7.074285923,6.608100261,7.605672377,3,Taken,56.06833613,,0,0,0,Yes,Yes,No,No,Yes,No,No,No
111,2,1,2,2,2,0,4.314954973,4.096783092,5.260366456,4.913715579,5.655499973,0,0,0,-1,0,0,83,Yes,No,No,No,No,No,No,No
112,1,1,2,2,0,0,5.951662032,5.6507353,7.25567787,6.777538729,7.800689618,0,0,0,-1,0,0,29,No,Yes,No,No,No,No,No,No
113,1,1,2,2,0,0,4.017371871,3.814246327,4.897582562,4.574838642,5.265465492,0,0,0,-1,0,3,13,Yes,No,No,No,No,No,No,Yes
114,3,3,2,2,0,3,5.802870481,5.509466917,7.074285923,6.608100261,7.605672377,3,Taken,12.97951181,n2,1,0,6,Yes,Yes,No,Yes,No,No,No,No
115,3,3,2,2,0,3,2.380664813,2.26029412,2.902271148,2.711015492,3.120275847,3,Taken,12.92017729,n3,0,0,4,Yes,No,No,No,No,Yes,No,No
116,3,3,0,0,2,3,2.380664813,2.26029412,2.902271148,2.711015492,3.120275847,3,Taken,26.44661642,-1,0,0,0,No,Yes,No,No,No,No,No,No
117,3,3,0,0,0,3,3.868580321,3.672977945,4.716190616,4.405400174,5.070448252,3,Taken,8.667773462,-1,0,0,9,No,No,No,No,No,No,No,No
118,3,3,0,0,2,3,5.505287379,5.226930152,6.71150203,6.269223325,7.215637897,3,Taken_B,6.106029697,-1,1,0,0,No,Yes,No,No,No,No,No,No
119,2,1,2,2,0,0,4.017371871,3.814246327,4.897582562,4.574838642,5.265465492,0,0,0,-1,1,0,17,Yes,Yes,No,No,Yes,No,No,No
120,3,3,0,0,2,3,5.356495829,5.08566177,6.530110083,6.099784856,7.020620656,3,Taken,47.07368461,-1,0,0,2,No,Yes,No,No,No,No,No,No
121,3,3,2,2,0,3,4.166163422,3.95551471,5.078974509,4.744277111,5.460482733,3,Taken,6.736031341,-1,0,0,5,No,Yes,No,No,No,No,No,Yes
122,1,2,0,2,0,2,3.124622567,2.966636032,3.809230882,3.558207833,4.095362049,2,Taken,27.88458556,-1,1,0,35,No,No,No,No,No,No,No,No
123,4,3,2,2,2,3,2.975831016,2.82536765,3.627838935,3.388769365,3.900344809,3,Taken,13.45442779,-1,3,0,0,No,Yes,No,No,No,No,No,No
124,1,3,2,2,2,3,5.356495829,5.08566177,6.530110083,6.099784856,7.020620656,3,Taken,18.81971931,-1,1,0,12,No,No,No,Yes,No,No,No,No
125,3,3,0,0,2,3,3.422205668,3.249172797,4.172014775,3.897084769,4.48539653,3,Taken_F,4.276473488,-1,0,0,0,No,Yes,No,No,No,No,No,No
126,1,3,2,2,0,3,2.231873262,2.119025737,2.720879201,2.541577023,2.925258607,3,Taken,5.821671975,-1,0,0,15,No,No,No,No,Yes,No,No,No
127,3,3,2,2,0,3,3.422205668,3.249172797,4.172014775,3.897084769,4.48539653,3,Taken,21.21799488,-1,1,0,10,No,Yes,No,No,No,No,No,Yes
128,1,1,2,2,0,0,3.124622567,2.966636032,3.809230882,3.558207833,4.095362049,0,0,0,-1,1,3,84,No,No,No,No,No,Yes,No,No
129,3,3,0,0,0,3,4.612538075,4.379319857,5.623150349,5.252592515,6.045534454,3,Taken_B,13.9886281,-1,0,0,3,No,No,No,No,No,No,No,No
130,3,3,0,0,2,3,3.422205668,3.249172797,4.172014775,3.897084769,4.48539653,3,Taken,23.41132769,-1,0,0,0,No,No,No,Yes,No,No,No,No
131,3,3,0,0,0,3,2.827039465,2.684099267,3.446446988,3.219330896,3.705327569,3,Taken_R,20.26455765,-1,0,0,0,No,No,No,No,No,No,No,No
132,3,3,0,0,0,3,2.678247914,2.542830885,3.265055042,3.049892428,3.510310328,3,Taken,10.40144702,-1,0,0,0,No,No,No,No,No,No,No,No
133,3,3,0,0,0,3,5.356495829,5.08566177,6.530110083,6.099784856,7.020620656,3,Taken_F,50.35399747,-1,0,0,0,No,No,No,No,No,No,No,No
134,3,3,0,0,2,3,2.231873262,2.119025737,2.720879201,2.541577023,2.925258607,3,Taken,12.34261987,n0,0,0,0,No,No,Yes,No,No,No,No,No
135,3,3,2,2,2,3,4.761329625,4.52058824,5.804542296,5.422030983,6.240551694,3,Taken,14.63290386,-1,0,0,0,No,No,No,No,Yes,No,Yes,No
136,3,3,0,0,0,3,4.612538075,4.379319857,5.623150349,5.252592515,6.045534454,3,Taken,31.03192264,-1,0,0,0,No,No,No,No,No,No,No,No
137,3,3,0,0,0,3,2.678247914,2.542830885,3.265055042,3.049892428,3.510310328,3,Taken,21.94442787,-1,0,0,0,No,No,No,No,No,No,No,No
138,3,3,0,0,2,3,3.868580321,3.672977945,4.716190616,4.405400174,5.070448252,3,Taken_B,10.87434008,-1,0,0,0,No,Yes,No,No,No,No,No,No
139,4,3,0,2,2,3,3.868580321,3.672977945,4.716190616,4.405400174,5.070448252,3,Taken,0.229190606,-1,5,0,11,No,No,No,No,No,No,No,No
140,3,3,0,0,2,3,5.356495829,5.08566177,6.530110083,6.099784856,7.020620656,3,Taken,42.29032081,-1,0,0,6,No,Yes,No,No,No,No,No,No
141,3,3,2,2,0,3,5.951662032,5.6507353,7.25567787,6.777538729,7.800689618,3,Taken,27.11714135,n3,0,0,8,No,No,Yes,Yes,No,No,No,No
142,1,1,2,2,0,0,2.975831016,2.82536765,3.627838935,3.388769365,3.900344809,0,0,0,-1,0,0,19,No,Yes,No,No,No,Yes,No,No
143,1,3,0,2,0,3,8.332326844,7.91102942,10.15794902,9.488554221,10.92096547,3,Taken,69.57310029,-1,0,0,15,No,No,No,No,No,No,No,No
144,3,3,0,0,2,3,2.975831016,2.82536765,3.627838935,3.388769365,3.900344809,3,Taken,32.33274466,-1,0,0,5,No,No,No,Yes,No,No,No,No
145,3,3,0,0,2,3,6.993202887,6.639613977,8.525421497,7.963608007,9.165810301,3,Taken,49.65843473,-1,0,0,0,No,Yes,No,No,No,No,No,No
146,1,3,0,2,0,3,2.975831016,2.82536765,3.627838935,3.388769365,3.900344809,3,Taken_R,13.07726726,-1,2,0,22,No,No,No,No,No,No,No,No
147,1,3,2,2,0,3,8.778701497,8.334834567,10.70212486,9.996869626,11.50601719,3,Taken,27.73606675,-1,0,0,20,No,No,No,No,Yes,No,No,No
148,3,3,0,0,0,3,4.761329625,4.52058824,5.804542296,5.422030983,6.240551694,3,Taken_B,27.97395769,-1,0,0,0,No,No,No,No,No,No,No,No
149,1,1,0,2,0,3,8.034743743,7.628492655,9.795165125,9.149677285,10.53093098,3,Taken,59.97688478,-1,0,0,27,No,No,No,No,No,No,No,No
150,3,3,0,0,2,3,7.885952192,7.487224272,9.613773178,8.980238816,10.33591374,3,Taken,33.56534465,-1,0,0,8,Yes,No,No,No,No,No,No,No
151,3,3,2,2,0,3,3.570997219,3.39044118,4.353406722,4.066523238,4.680413771,3,Taken,21.53872371,-1,1,0,4,Yes,No,No,Yes,No,No,No,No
152,3,3,0,0,0,3,4.761329625,4.52058824,5.804542296,5.422030983,6.240551694,3,Taken,15.73317587,-1,0,0,0,No,No,No,No,No,No,No,No
153,3,3,0,0,0,3,4.166163422,3.95551471,5.078974509,4.744277111,5.460482733,3,Taken_B,36.10543639,-1,1,0,0,No,No,No,No,No,No,No,No
154,3,3,0,0,0,3,6.100453582,5.792003682,7.437069817,6.946977198,7.995706858,3,Taken,0.649647352,-1,0,0,0,No,No,No,No,No,No,No,No
155,3,3,0,0,0,3,8.778701497,8.334834567,10.70212486,9.996869626,11.50601719,3,Taken,89.29218164,-1,0,0,0,No,No,No,No,No,No,No,No
156,3,3,2,2,2,3,4.612538075,4.379319857,5.623150349,5.252592515,6.045534454,3,Taken_B,39.3016788,-1,1,5,6,Yes,No,No,Yes,No,No,No,No
157,3,3,0,0,0,3,6.546828235,6.21580883,7.981245657,7.455292602,8.58075858,3,Taken,57.55776972,-1,0,0,0,No,No,No,No,No,No,No,No
158,3,3,0,0,0,3,7.885952192,7.487224272,9.613773178,8.980238816,10.33591374,3,Taken,75.95812804,-1,1,0,0,No,No,No,No,No,No,No,No
159,4,4,2,2,2,0,4.612538075,4.379319857,5.623150349,5.252592515,6.045534454,0,0,0,-1,1,10,6,Yes,No,No,Yes,No,No,Yes,No
160,4,3,2,2,2,3,4.017371871,3.814246327,4.897582562,4.574838642,5.265465492,3,Taken,35.5040881,-1,3,5,2,No,No,No,Yes,No,No,No,No
161,3,3,0,0,2,3,7.58836909,7.204687507,9.250989284,8.64136188,9.945879263,3,Taken_R,18.03673995,-1,1,0,0,No,No,No,No,Yes,No,No,No
162,4,3,2,2,0,3,4.612538075,4.379319857,5.623150349,5.252592515,6.045534454,3,Taken,47.90823952,-1,2,15,0,No,No,No,No,No,No,No,No
163,3,3,2,2,0,3,8.183535294,7.769761037,9.976557071,9.319115753,10.72594822,3,Taken,65.62976786,n2,2,3,2,Yes,No,No,Yes,No,Yes,No,No
164,3,3,0,0,0,3,5.058912727,4.803125005,6.16732619,5.76090792,6.630586175,3,Taken,19.35262769,-1,0,0,0,No,No,No,No,No,No,No,No
165,3,3,0,0,0,3,8.778701497,8.334834567,10.70212486,9.996869626,11.50601719,3,Taken,84.49458587,-1,0,0,0,No,No,No,No,No,No,No,No
166,4,4,2,2,2,0,7.58836909,7.204687507,9.250989284,8.64136188,9.945879263,0,0,0,-1,8,23,29,Yes,No,Yes,Yes,Yes,No,No,Yes
167,3,3,0,0,0,3,4.017371871,3.814246327,4.897582562,4.574838642,5.265465492,3,Taken,41.13764555,-1,0,0,0,No,No,No,No,No,No,No,No
168,3,3,2,2,2,3,6.844411336,6.498345595,8.344029551,7.794169539,8.970793061,3,Taken,70.33556752,-1,0,0,0,Yes,Yes,No,No,No,No,No,No
